borrower_id,sex,age_at_application,civil_status,educational_attainment,monthly_income,monthly_amortization,nominal_rate,everbad_in_12mo
B5694,Male,43,Single,Undergraduate degree holder,50000,3529.73259120324,0.1,0
B5695,Female,38,Married,Some college (Not a degree holder),56000,3566.56496953339,0.1,0
B5696,Female,36,Single,Undergraduate degree holder,55000,3189.07322965239,0.05,0
B5697,Male,53,Married,Undergraduate degree holder,42000,3451.76327739005,0.1,1
B5698,Female,44,Single,Undergraduate degree holder,42000,5270.56002338036,0.05,0
B5699,Male,39,Single,Undergraduate degree holder,51000,4182.95065691293,0.05,0
B5700,Male,46,Married,Some college (Not a degree holder),48000,4162.30704938178,0.1,1
B5701,Male,44,Married,Undergraduate degree holder,50000,3934.20233893319,0.05,0
B5702,Female,37,Separated,Undergraduate degree holder,53000,4002.58974115341,0.1,0
B5703,Female,30,Single,Graduate degree holder,42000,3788.42614586549,0.05,0
B5704,Female,38,Single,Undergraduate degree holder,53000,4023.36425061334,0.05,0
B5705,Male,37,Separated,Non-HS graduate,54000,4518.51748116131,0.1,0
B5706,Male,43,Married,Non-HS graduate,41000,4873.6698063869,0.15,1
B5707,Female,44,Single,Undergraduate degree holder,39000,3623.76933230417,0.05,0
B5708,Male,38,Single,Undergraduate degree holder,45000,4146.16316867828,0.05,1
B5709,Female,40,Single,Undergraduate degree holder,45000,4132.88603662919,0.05,0
B5710,Female,36,Single,Undergraduate degree holder,53000,4037.50485903515,0.1,0
B5711,Male,47,Married,Undergraduate degree holder,40000,5098.03985344134,0.05,0
B5712,Female,43,Married,Undergraduate degree holder,50000,3901.01455093183,0.05,0
B5713,Male,46,Single,Undergraduate degree holder,56000,4938.33066434827,0.1,1
B5714,Male,51,Married,Undergraduate degree holder,51000,3620.65748323824,0.05,1
B5715,Male,41,Single,Non-HS graduate,59000,3188.85498624945,0.15,0
B5716,Female,44,Single,Some college (Not a degree holder),54000,5497.19058988816,0.1,1
B5717,Male,48,Widowed,Undergraduate degree holder,47000,3561.824652916,0.1,0
B5718,Female,39,Single,Undergraduate degree holder,39000,3664.2762756362,0.05,0
B5719,Female,36,Single,Undergraduate degree holder,49000,3892.78308091214,0.05,1
B5720,Female,30,Single,HS graduate,45000,4021.36121497555,0.1,0
B5721,Female,59,Married,Undergraduate degree holder,48000,3434.60817655904,0.1,0
B5722,Male,47,Married,Undergraduate degree holder,58000,3876.2682786173,0.05,0
B5723,Female,44,Single,Some college (Not a degree holder),57000,4705.18710352344,0.1,1
B5724,Female,45,Married,Undergraduate degree holder,44000,4753.88481612555,0.05,0
B5725,Male,36,Single,Undergraduate degree holder,58000,4759.37077195024,0.05,0
B5726,Female,54,Single,HS graduate,48000,4368.16775393268,0.1,0
B5727,Female,37,Married,HS graduate,56000,3552.39613646967,0.1,0
B5728,Female,51,Single,Non-HS graduate,41000,3287.45619807096,0.1,0
B5729,Male,28,Single,Undergraduate degree holder,39000,3976.01927430984,0.05,0
B5730,Female,38,Single,Undergraduate degree holder,43000,3369.1218657671,0.1,1
B5731,Male,42,Married,Undergraduate degree holder,44000,4295.4497152322,0.1,1
B5732,Female,46,Separated,Graduate degree holder,43000,3889.85394089658,0.05,1
B5733,Female,47,Single,Some college (Not a degree holder),52000,4457.06351770252,0.1,0
B5734,Female,58,Married,Undergraduate degree holder,43000,4783.65665983437,0.1,0
B5735,Male,43,Single,Undergraduate degree holder,48000,3394.82519646728,0.05,0
B5736,Male,42,Single,Some college (Not a degree holder),42000,4367.80713041981,0.1,0
B5737,Male,43,Single,Undergraduate degree holder,59000,3771.27101916153,0.1,0
B5738,Female,49,Single,Non-HS graduate,45000,4405.37044233666,0.15,1
B5739,Male,41,Single,Undergraduate degree holder,56000,4078.79096321085,0.05,0
B5740,Female,50,Single,Undergraduate degree holder,45000,4274.32622431565,0.05,0
B5741,Male,53,Married,Undergraduate degree holder,51000,3126.93480968497,0.05,0
B5742,Female,32,Single,Some college (Not a degree holder),48000,4747.42538239969,0.1,1
B5743,Female,35,Single,Undergraduate degree holder,54000,3265.40766798966,0.05,0
B5744,Male,45,Single,Undergraduate degree holder,45000,4609.62825871853,0.05,1
B5745,Male,55,Married,Undergraduate degree holder,52000,3630.33945022186,0.05,0
B5746,Male,43,Single,Undergraduate degree holder,50000,3715.01724957312,0.05,0
B5747,Male,30,Single,Undergraduate degree holder,40000,3913.02512003255,0.05,1
B5748,Male,39,Single,Non-HS graduate,46000,4024.14825374993,0.15,0
B5749,Female,40,Married,Some college (Not a degree holder),49000,3815.59181017205,0.1,0
B5750,Male,45,Married,Undergraduate degree holder,49000,2734.99826582182,0.05,0
B5751,Male,50,Single,Undergraduate degree holder,45000,4025.09189610713,0.05,0
B5752,Male,34,Married,Undergraduate degree holder,54000,3812.98956152823,0.1,1
B5753,Female,45,Single,Undergraduate degree holder,41000,5065.3212426997,0.1,1
B5754,Female,40,Widowed,Graduate degree holder,46000,3549.29702107353,0.05,1
B5755,Female,51,Married,Undergraduate degree holder,42000,3934.91208990168,0.05,0
B5756,Female,45,Widowed,HS graduate,45000,3532.43906701838,0.1,0
B5757,Male,45,Married,Undergraduate degree holder,53000,2772.14505013997,0.05,0
B5758,Female,39,Married,Undergraduate degree holder,51000,4247.85113157824,0.05,0
B5759,Male,55,Single,Undergraduate degree holder,47000,2897.80575830633,0.05,0
B5760,Male,41,Married,Undergraduate degree holder,52000,3190.95997651305,0.05,0
B5761,Male,39,Single,Some college (Not a degree holder),50000,3985.46955503523,0.1,0
B5762,Male,32,Single,Undergraduate degree holder,44000,3690.945792586,0.05,0
B5763,Female,43,Widowed,HS graduate,57000,4898.81955487568,0.1,1
B5764,Male,40,Married,Undergraduate degree holder,55000,3591.42387522568,0.05,0
B5765,Female,41,Widowed,Undergraduate degree holder,51000,3873.7628285451,0.1,0
B5766,Female,35,Single,Undergraduate degree holder,50000,4603.43862721485,0.05,1
B5767,Female,39,Single,Some college (Not a degree holder),57000,4894.36433456008,0.1,0
B5768,Male,42,Single,Undergraduate degree holder,44000,4239.5245306386,0.05,1
B5769,Female,50,Single,Undergraduate degree holder,53000,3973.39953263863,0.05,0
B5770,Male,55,Widowed,Non-HS graduate,44000,4285.86719723835,0.15,1
B5771,Male,41,Single,Undergraduate degree holder,46000,2920.9293143935,0.1,0
B5772,Female,52,Married,Graduate degree holder,49000,3992.09773855933,0.05,0
B5773,Female,42,Single,Undergraduate degree holder,43000,2884.83969283369,0.05,0
B5774,Female,59,Single,Graduate degree holder,53000,4138.58359495225,0.05,1
B5775,Female,44,Single,Undergraduate degree holder,47000,4649.71347885877,0.05,0
B5776,Male,42,Married,Non-HS graduate,44000,3875.52259273117,0.15,1
B5777,Male,41,Single,HS graduate,39000,5311.34974604179,0.1,1
B5778,Female,40,Single,Undergraduate degree holder,45000,3302.41331633399,0.05,0
B5779,Female,39,Married,Undergraduate degree holder,50000,4589.03996700185,0.05,0
B5780,Male,37,Married,Undergraduate degree holder,54000,4462.55756583703,0.05,0
B5781,Female,34,Single,Undergraduate degree holder,46000,4763.40259666817,0.05,1
B5782,Female,37,Married,Some college (Not a degree holder),45000,3588.39038978011,0.1,0
B5783,Female,36,Married,Undergraduate degree holder,45000,3801.43848507512,0.05,0
B5784,Female,27,Single,Non-HS graduate,43000,4377.18588017575,0.15,1
B5785,Male,45,Married,Undergraduate degree holder,52000,3641.88179390841,0.05,0
B5786,Male,36,Single,HS graduate,55000,4538.63542034951,0.1,0
B5787,Male,45,Separated,Undergraduate degree holder,50000,4912.73728940603,0.05,1
B5788,Male,40,Married,Undergraduate degree holder,44000,3921.15620550132,0.05,0
B5789,Male,43,Single,Undergraduate degree holder,53000,4098.73853748987,0.05,0
B5790,Male,38,Married,Undergraduate degree holder,49000,3851.17429621269,0.05,0
B5791,Female,34,Single,Undergraduate degree holder,54000,3341.11930402805,0.05,0
B5792,Male,54,Single,Graduate degree holder,51000,3535.47152327412,0.05,1
B5793,Male,46,Single,Undergraduate degree holder,45000,4271.80179864102,0.05,1
B5794,Female,43,Married,Undergraduate degree holder,56000,2965.30062877598,0.05,0
B5795,Male,45,Married,Undergraduate degree holder,44000,4554.80314733447,0.05,1
B5796,Female,43,Single,Undergraduate degree holder,48000,4170.83764358633,0.1,0
B5797,Female,45,Single,Some college (Not a degree holder),47000,4528.70460154009,0.1,0
B5798,Male,55,Single,Undergraduate degree holder,40000,3885.79040762362,0.05,0
B5799,Male,50,Divorced,Undergraduate degree holder,54000,3964.09366722417,0.05,0
B5800,Male,42,Single,Undergraduate degree holder,53000,3452.37232783693,0.05,1
B5801,Male,43,Single,Undergraduate degree holder,48000,3840.73571185288,0.05,0
B5802,Male,31,Single,Undergraduate degree holder,49000,3881.97039356559,0.1,0
B5803,Male,42,Single,Undergraduate degree holder,46000,4089.11027839284,0.1,0
B5804,Female,46,Single,Some college (Not a degree holder),56000,3988.37715249956,0.1,0
B5805,Female,34,Single,Some college (Not a degree holder),50000,4863.62823105118,0.1,0
B5806,Female,43,Single,Undergraduate degree holder,42000,4821.27898093156,0.05,1
B5807,Male,36,Single,Undergraduate degree holder,42000,3654.90638169369,0.05,1
B5808,Male,41,Single,HS graduate,50000,4086.14617106868,0.1,1
B5809,Male,46,Single,Some college (Not a degree holder),42000,3818.43146037026,0.1,0
B5810,Female,45,Single,Undergraduate degree holder,52000,4094.42252021963,0.05,0
B5811,Male,39,Divorced,Graduate degree holder,44000,3073.64950928853,0.05,0
B5812,Male,41,Single,Some college (Not a degree holder),44000,3834.34607570152,0.1,0
B5813,Female,42,Single,Undergraduate degree holder,55000,4250.7417203374,0.1,0
B5814,Male,41,Married,Graduate degree holder,47000,3690.71667028745,0.05,0
B5815,Male,32,Married,Undergraduate degree holder,58000,3387.2521612793,0.05,0
B5816,Female,39,Single,Undergraduate degree holder,54000,5010.03792801711,0.1,1
B5817,Male,27,Married,Undergraduate degree holder,48000,4482.40392529341,0.1,0
B5818,Male,51,Single,Undergraduate degree holder,52000,3278.14218290813,0.1,0
B5819,Female,46,Married,Non-HS graduate,58000,4205.78699783144,0.1,0
B5820,Female,40,Married,Undergraduate degree holder,54000,4872.36429975332,0.05,1
B5821,Female,39,Single,Undergraduate degree holder,47000,4333.0054390772,0.05,0
B5822,Male,44,Single,Non-HS graduate,45000,4208.75324900821,0.15,0
B5823,Male,30,Separated,Undergraduate degree holder,50000,3962.84606081823,0.05,0
B5824,Male,34,Single,Undergraduate degree holder,51000,3257.95711952855,0.1,0
B5825,Male,31,Single,Undergraduate degree holder,47000,3235.3363176656,0.05,0
B5826,Female,43,Single,Undergraduate degree holder,49000,4999.60529647807,0.05,0
B5827,Female,52,Married,Undergraduate degree holder,38000,4568.89425881344,0.05,1
B5828,Female,38,Single,Undergraduate degree holder,52000,4334.82741647636,0.05,0
B5829,Female,39,Single,HS graduate,52000,5098.33913928844,0.1,1
B5830,Male,36,Separated,Some college (Not a degree holder),49000,3822.14559973863,0.1,0
B5831,Female,50,Single,Graduate degree holder,52000,3812.80406131163,0.05,0
B5832,Male,44,Single,Undergraduate degree holder,53000,4051.58947566636,0.05,0
B5833,Female,50,Single,Undergraduate degree holder,46000,3773.25587948394,0.05,0
B5834,Male,46,Single,Some college (Not a degree holder),53000,3155.60553425118,0.1,1
B5835,Female,52,Single,Undergraduate degree holder,48000,4700.74617181739,0.05,0
B5836,Female,53,Single,Undergraduate degree holder,45000,4030.70547521341,0.05,0
B5837,Female,50,Single,Undergraduate degree holder,48000,5025.40664518743,0.05,0
B5838,Female,31,Single,Undergraduate degree holder,34000,3777.47460585257,0.05,1
B5839,Female,43,Single,Non-HS graduate,46000,4205.22031513823,0.15,0
B5840,Male,39,Separated,HS graduate,48000,4489.8489401502,0.1,1
B5841,Female,34,Married,Undergraduate degree holder,51000,3419.28446898802,0.05,0
B5842,Male,25,Single,Undergraduate degree holder,53000,3153.70603025507,0.1,0
B5843,Male,45,Married,Undergraduate degree holder,51000,4550.95122365049,0.05,0
B5844,Male,38,Single,HS graduate,49000,5050.4748663438,0.15,1
B5845,Male,51,Divorced,Undergraduate degree holder,52000,4465.82581130911,0.05,0
B5846,Female,47,Married,Undergraduate degree holder,53000,3924.78253423306,0.05,0
B5847,Male,39,Single,Non-HS graduate,58000,3854.3700998865,0.15,0
B5848,Female,36,Married,Undergraduate degree holder,50000,3593.45379983851,0.05,0
B5849,Female,52,Married,HS graduate,46000,4023.06130992193,0.1,0
B5850,Male,40,Single,Undergraduate degree holder,54000,4274.3211824449,0.1,0
B5851,Male,35,Single,Graduate degree holder,49000,4808.45897478566,0.05,1
B5852,Female,41,Single,HS graduate,48000,3384.10854099174,0.1,0
B5853,Male,33,Single,Undergraduate degree holder,46000,4401.79392671523,0.05,0
B5854,Female,41,Divorced,Graduate degree holder,49000,3839.73898487787,0.05,0
B5855,Female,45,Married,Undergraduate degree holder,51000,4240.77252685193,0.05,0
B5856,Female,48,Married,Undergraduate degree holder,50000,4445.64026072197,0.05,0
B5857,Female,40,Separated,Non-HS graduate,52000,4238.49152818892,0.15,1
B5858,Female,43,Single,Some college (Not a degree holder),49000,4174.42135500066,0.1,0
B5859,Female,44,Single,Some college (Not a degree holder),49000,4210.6645024146,0.1,0
B5860,Female,30,Single,Undergraduate degree holder,55000,4086.01861938429,0.05,0
B5861,Male,53,Single,Undergraduate degree holder,47000,4625.79762472145,0.05,0
B5862,Female,32,Single,Undergraduate degree holder,51000,5075.231553371,0.05,0
B5863,Male,37,Single,Undergraduate degree holder,48000,4478.68035229509,0.05,0
B5864,Female,50,Single,Undergraduate degree holder,46000,3953.97610992067,0.05,1
B5865,Male,47,Single,Undergraduate degree holder,55000,3812.9756552432,0.05,0
B5866,Female,36,Married,HS graduate,52000,4784.70838757103,0.1,0
B5867,Female,38,Single,Undergraduate degree holder,56000,5058.30630054713,0.05,0
B5868,Male,50,Single,HS graduate,52000,3471.64953827218,0.1,0
B5869,Male,34,Single,HS graduate,52000,3882.29022848291,0.1,0
B5870,Male,36,Single,Some college (Not a degree holder),54000,4050.86814118705,0.1,0
B5871,Male,42,Single,Undergraduate degree holder,54000,3213.70251871412,0.05,0
B5872,Female,49,Married,Undergraduate degree holder,52000,4241.65186803462,0.05,0
B5873,Female,28,Single,Undergraduate degree holder,50000,4217.8383606589,0.05,0
B5874,Male,37,Single,Undergraduate degree holder,51000,4842.10630502169,0.05,0
B5875,Female,37,Single,Non-HS graduate,38000,4970.55659282166,0.15,1
B5876,Female,40,Married,Undergraduate degree holder,45000,4323.87764020196,0.1,1
B5877,Male,41,Single,Some college (Not a degree holder),44000,4855.22050161274,0.1,0
B5878,Male,35,Single,Undergraduate degree holder,49000,3882.67739205712,0.05,0
B5879,Male,50,Married,Undergraduate degree holder,56000,5677.21672366783,0.05,0
B5880,Male,45,Separated,Undergraduate degree holder,55000,4288.25175701811,0.1,0
B5881,Male,51,Single,Non-HS graduate,41000,3688.91295919857,0.1,0
B5882,Female,39,Single,Undergraduate degree holder,52000,2667.13925725712,0.05,0
B5883,Male,44,Single,Undergraduate degree holder,54000,3835.66134056901,0.05,0
B5884,Female,43,Single,Undergraduate degree holder,30000,3643.79424481258,0.05,1
B5885,Female,43,Single,Undergraduate degree holder,48000,4557.06055774448,0.05,0
B5886,Female,46,Separated,Undergraduate degree holder,49000,4782.44162653707,0.05,1
B5887,Male,36,Separated,Undergraduate degree holder,39000,4460.47664515005,0.05,0
B5888,Male,34,Divorced,Undergraduate degree holder,46000,4915.51214402611,0.05,1
B5889,Female,47,Married,Undergraduate degree holder,48000,3442.73909703725,0.05,0
B5890,Male,39,Separated,Undergraduate degree holder,47000,3743.79375061422,0.05,0
B5891,Male,31,Single,Some college (Not a degree holder),41000,5184.09152632922,0.1,1
B5892,Female,39,Married,Undergraduate degree holder,51000,3184.30650498888,0.1,1
B5893,Male,39,Separated,Undergraduate degree holder,46000,5037.37021742843,0.05,0
B5894,Female,52,Single,HS graduate,42000,3522.28351658003,0.1,1
B5895,Female,32,Single,Non-HS graduate,47000,5294.83841233131,0.1,1
B5896,Male,37,Married,Some college (Not a degree holder),55000,4051.18215133393,0.1,0
B5897,Female,40,Single,Undergraduate degree holder,46000,3789.76258411823,0.05,1
B5898,Male,38,Separated,Undergraduate degree holder,50000,4418.03395358358,0.05,0
B5899,Female,32,Single,Undergraduate degree holder,43000,4277.82863852706,0.05,1
B5900,Male,38,Married,Graduate degree holder,46000,4998.77332209909,0.05,1
B5901,Male,41,Married,Undergraduate degree holder,58000,3426.93514755456,0.1,0
B5902,Male,50,Married,Undergraduate degree holder,59000,4442.93548916108,0.05,1
B5903,Female,39,Married,Undergraduate degree holder,53000,3727.29505335587,0.05,0
B5904,Female,48,Married,Undergraduate degree holder,51000,3943.60335690262,0.1,0
B5905,Male,39,Single,Undergraduate degree holder,57000,3186.67692794219,0.05,0
B5906,Female,41,Married,Undergraduate degree holder,58000,3428.81178617306,0.05,0
B5907,Male,47,Single,Some college (Not a degree holder),55000,4334.14022035766,0.1,0
B5908,Female,44,Married,Some college (Not a degree holder),46000,5436.79378149817,0.1,1
B5909,Male,34,Single,HS graduate,43000,4155.2092856728,0.1,1
B5910,Female,49,Single,Undergraduate degree holder,43000,3331.0669165189,0.05,1
B5911,Female,50,Single,Undergraduate degree holder,48000,4610.1980272893,0.05,0
B5912,Female,28,Single,Undergraduate degree holder,47000,4470.47829646851,0.05,0
B5913,Male,32,Single,Some college (Not a degree holder),48000,3998.63931160226,0.1,0
B5914,Male,57,Single,Undergraduate degree holder,53000,4372.0281009669,0.05,0
B5915,Female,34,Single,Undergraduate degree holder,47000,3926.65660172764,0.05,0
B5916,Male,33,Single,Undergraduate degree holder,54000,4326.49463344516,0.05,0
B5917,Male,39,Single,Undergraduate degree holder,45000,3695.07449172898,0.05,0
B5918,Male,34,Married,Non-HS graduate,46000,4382.00404932896,0.15,1
B5919,Male,42,Single,Undergraduate degree holder,51000,3383.51354084968,0.05,1
B5920,Male,45,Married,Undergraduate degree holder,45000,4839.39604714353,0.05,1
B5921,Male,39,Single,Non-HS graduate,41000,3581.3941861002,0.1,1
B5922,Male,44,Single,Some college (Not a degree holder),52000,4042.72769889871,0.1,0
B5923,Male,36,Single,HS graduate,56000,3183.79248475616,0.1,1
B5924,Male,30,Separated,Some college (Not a degree holder),42000,4152.57768858915,0.1,1
B5925,Male,44,Married,Some college (Not a degree holder),49000,4521.26808511513,0.1,1
B5926,Female,35,Single,Undergraduate degree holder,50000,4036.51917428758,0.05,0
B5927,Male,47,Single,Undergraduate degree holder,55000,3843.42691472504,0.05,0
B5928,Female,44,Single,HS graduate,43000,4213.94423315552,0.1,1
B5929,Male,35,Single,Undergraduate degree holder,50000,5041.22104276787,0.05,1
B5930,Male,28,Single,Undergraduate degree holder,48000,3382.92837361746,0.05,0
B5931,Female,35,Married,Undergraduate degree holder,48000,3880.58410131071,0.05,0
B5932,Male,51,Single,Undergraduate degree holder,51000,3930.82265644654,0.1,0
B5933,Male,32,Married,Undergraduate degree holder,45000,3958.99722186231,0.05,1
B5934,Male,33,Single,Undergraduate degree holder,47000,4886.76159150307,0.05,0
B5935,Male,39,Divorced,Undergraduate degree holder,55000,3849.28809285575,0.05,0
B5936,Male,38,Single,Undergraduate degree holder,51000,4515.52616706666,0.05,0
B5937,Female,42,Married,Undergraduate degree holder,44000,4452.17788929628,0.05,1
B5938,Female,43,Single,Some college (Not a degree holder),41000,4235.55241574217,0.1,1
B5939,Female,48,Single,Undergraduate degree holder,51000,3371.80553092606,0.05,1
B5940,Male,55,Single,HS graduate,47000,3453.75205576052,0.1,0
B5941,Male,44,Single,Undergraduate degree holder,48000,4779.18228386401,0.05,0
B5942,Male,37,Divorced,Undergraduate degree holder,47000,3046.73414119204,0.05,1
B5943,Female,43,Divorced,Undergraduate degree holder,50000,4303.71857022673,0.05,0
B5944,Female,45,Single,Undergraduate degree holder,41000,4631.40939706571,0.05,1
B5945,Female,43,Married,HS graduate,50000,3926.0022021645,0.1,0
B5946,Female,39,Single,Undergraduate degree holder,49000,4314.90111448575,0.05,1
B5947,Male,38,Married,Undergraduate degree holder,41000,4471.26106478615,0.1,1
B5948,Female,49,Single,Graduate degree holder,46000,4084.53326054496,0.05,0
B5949,Male,42,Single,Undergraduate degree holder,54000,4554.82349650423,0.05,1
B5950,Male,44,Married,Undergraduate degree holder,46000,4344.92011095673,0.1,0
B5951,Male,42,Widowed,Undergraduate degree holder,47000,4019.05177634103,0.05,1
B5952,Female,31,Married,Some college (Not a degree holder),52000,4573.77675367117,0.1,0
B5953,Female,35,Single,Undergraduate degree holder,53000,4041.58154462278,0.05,0
B5954,Male,33,Married,Undergraduate degree holder,45000,5372.37506566682,0.1,1
B5955,Male,40,Single,HS graduate,45000,4510.15776405451,0.1,1
B5956,Female,41,Single,Undergraduate degree holder,55000,3835.75424205167,0.05,0
B5957,Female,31,Single,Some college (Not a degree holder),50000,4033.32929418468,0.1,0
B5958,Female,33,Single,Undergraduate degree holder,41000,3840.01668583727,0.05,0
B5959,Female,47,Married,Non-HS graduate,48000,4181.94519192927,0.15,1
B5960,Male,51,Single,Some college (Not a degree holder),43000,4375.86812241567,0.1,0
B5961,Male,47,Married,Undergraduate degree holder,47000,3882.33192734496,0.1,0
B5962,Male,39,Divorced,Undergraduate degree holder,38000,4857.52096978764,0.05,1
B5963,Female,36,Divorced,Undergraduate degree holder,41000,3609.19144510109,0.05,0
B5964,Female,55,Single,Undergraduate degree holder,50000,4126.63699049117,0.05,0
B5965,Male,44,Married,Undergraduate degree holder,42000,4524.12977863917,0.1,0
B5966,Female,41,Single,Undergraduate degree holder,46000,3359.17634552813,0.05,0
B5967,Female,45,Married,Undergraduate degree holder,41000,3529.31317471257,0.05,0
B5968,Male,56,Single,Some college (Not a degree holder),45000,4150.836405765,0.1,1
B5969,Female,34,Single,Undergraduate degree holder,52000,3882.29421433919,0.05,0
B5970,Male,40,Single,Undergraduate degree holder,45000,4432.67488595681,0.05,0
B5971,Male,39,Single,Undergraduate degree holder,44000,3138.8747821581,0.1,1
B5972,Female,28,Married,HS graduate,46000,4400.87180367422,0.1,0
B5973,Male,39,Single,Undergraduate degree holder,43000,3690.76041544449,0.1,0
B5974,Female,32,Single,Some college (Not a degree holder),39000,3903.2542465944,0.1,1
B5975,Male,42,Single,Undergraduate degree holder,46000,4454.28129212193,0.05,0
B5976,Male,50,Single,Undergraduate degree holder,52000,3766.21720016974,0.05,0
B5977,Male,38,Single,Undergraduate degree holder,52000,3690.83816964565,0.1,0
B5978,Male,41,Single,Undergraduate degree holder,49000,3373.93586434799,0.1,0
B5979,Male,42,Single,Non-HS graduate,47000,3529.04672638543,0.15,0
B5980,Female,40,Single,HS graduate,43000,4247.44716729522,0.15,1
B5981,Male,36,Single,Some college (Not a degree holder),53000,4470.08415954032,0.1,1
B5982,Female,50,Single,Some college (Not a degree holder),43000,3877.47100345664,0.1,0
B5983,Male,61,Separated,Graduate degree holder,57000,3452.02469461566,0.05,1
B5984,Female,40,Single,Undergraduate degree holder,40000,3774.62454248097,0.1,0
B5985,Female,45,Single,Some college (Not a degree holder),52000,3476.87415699491,0.1,0
B5986,Male,54,Married,Undergraduate degree holder,52000,5336.75209561617,0.05,0
B5987,Female,31,Single,Undergraduate degree holder,48000,3814.47279591042,0.05,0
B5988,Female,41,Single,Undergraduate degree holder,45000,3955.26100589501,0.1,0
B5989,Female,33,Single,HS graduate,36000,4272.86679611258,0.1,1
B5990,Female,40,Single,Undergraduate degree holder,49000,4933.06610675067,0.05,0
B5991,Female,54,Single,Undergraduate degree holder,40000,4272.33246964022,0.05,0
B5992,Male,49,Single,Undergraduate degree holder,47000,4163.49151385756,0.05,1
B5993,Female,33,Single,Undergraduate degree holder,39000,4613.58267905236,0.05,1
B5994,Male,28,Married,Graduate degree holder,50000,4398.99859195562,0.05,0
B5995,Female,35,Single,HS graduate,53000,3817.54477857426,0.1,0
B5996,Male,47,Separated,HS graduate,46000,4440.73908909574,0.1,0
B5997,Female,63,Single,Some college (Not a degree holder),47000,4259.57060488329,0.1,0
B5998,Female,33,Single,Undergraduate degree holder,42000,3775.26067240188,0.05,0
B5999,Female,37,Married,Undergraduate degree holder,47000,4684.63496967969,0.05,0
B6000,Male,47,Single,Undergraduate degree holder,42000,4012.56516383182,0.05,0
B6001,Male,41,Single,HS graduate,29000,3471.77579866351,0.1,1
B6002,Female,49,Single,Undergraduate degree holder,46000,5369.14654161808,0.05,1
B6003,Male,44,Single,Undergraduate degree holder,43000,4751.96428247446,0.05,1
B6004,Female,39,Married,Undergraduate degree holder,51000,3987.44828971132,0.05,0
B6005,Male,44,Married,Undergraduate degree holder,51000,4581.89880020867,0.05,0
B6006,Female,39,Married,Graduate degree holder,42000,3577.47460487822,0.05,1
B6007,Male,39,Single,Some college (Not a degree holder),40000,3923.3250890493,0.1,1
B6008,Female,36,Married,Some college (Not a degree holder),52000,4936.79846314042,0.1,0
B6009,Male,39,Divorced,Undergraduate degree holder,46000,2768.23269590781,0.1,0
B6010,Female,46,Single,Some college (Not a degree holder),35000,5529.50245543121,0.1,1
B6011,Male,37,Single,Some college (Not a degree holder),55000,3818.57647131898,0.1,0
B6012,Female,37,Married,Undergraduate degree holder,48000,4124.25692589391,0.05,0
B6013,Female,46,Married,Undergraduate degree holder,41000,3071.22985139758,0.05,0
B6014,Female,34,Single,Undergraduate degree holder,47000,4742.89641337606,0.05,0
B6015,Male,51,Married,Undergraduate degree holder,53000,3877.43441761629,0.05,0
B6016,Female,28,Married,Graduate degree holder,47000,3958.55902429404,0.05,0
B6017,Male,35,Married,Undergraduate degree holder,48000,3105.73428958811,0.1,1
B6018,Female,38,Single,Undergraduate degree holder,48000,4618.32825556158,0.05,0
B6019,Male,45,Single,Some college (Not a degree holder),48000,4150.76053460468,0.1,0
B6020,Male,43,Single,Graduate degree holder,40000,4759.56509152061,0.05,0
B6021,Male,41,Married,Some college (Not a degree holder),56000,3749.41319545435,0.1,0
B6022,Female,47,Widowed,Undergraduate degree holder,49000,4490.47056185074,0.1,0
B6023,Male,51,Single,Undergraduate degree holder,54000,3476.82636262656,0.05,0
B6024,Female,54,Divorced,Undergraduate degree holder,56000,3981.43773541065,0.05,0
B6025,Female,41,Single,Non-HS graduate,39000,4898.87170854801,0.15,0
B6026,Male,39,Married,Some college (Not a degree holder),48000,4188.50445909041,0.1,0
B6027,Male,59,Single,Undergraduate degree holder,37000,4769.81295690175,0.05,1
B6028,Female,42,Single,HS graduate,53000,4142.14128831884,0.1,0
B6029,Female,54,Married,Undergraduate degree holder,53000,3368.75427210139,0.1,0
B6030,Male,42,Widowed,Undergraduate degree holder,44000,3756.05103486938,0.05,1
B6031,Female,34,Separated,Non-HS graduate,42000,4509.05372436606,0.15,1
B6032,Male,40,Single,Undergraduate degree holder,47000,3959.55123777154,0.1,0
B6033,Female,33,Single,Undergraduate degree holder,43000,3826.83062726058,0.05,0
B6034,Male,45,Married,Undergraduate degree holder,41000,4147.01952750427,0.05,0
B6035,Female,64,Married,Undergraduate degree holder,57000,4062.11249653413,0.05,0
B6036,Female,39,Single,Undergraduate degree holder,51000,3928.59363711419,0.05,0
B6037,Male,41,Married,Graduate degree holder,38000,5424.5209686045,0.05,1
B6038,Male,39,Married,Undergraduate degree holder,42000,4140.31763853344,0.05,0
B6039,Female,40,Single,Some college (Not a degree holder),47000,3554.00665494851,0.1,0
B6040,Male,47,Single,Undergraduate degree holder,43000,5225.45803994114,0.05,1
B6041,Male,44,Married,Undergraduate degree holder,53000,4408.74234902735,0.05,0
B6042,Male,42,Single,Undergraduate degree holder,50000,3920.32863623414,0.05,0
B6043,Male,32,Married,Undergraduate degree holder,51000,5008.07189242109,0.05,0
B6044,Female,41,Married,Graduate degree holder,51000,4460.30192680398,0.05,0
